practice_code,gpps_overall_pct,gpps_contact_pct,gpps_responses
G85690,83.8,85.1,62
G85695,74.4,72.2,57
G85696,79.4,81.2,132
G85698,70.7,73.0,121
G85705,74.6,76.6,63
G85706,83.2,84.2,50
G85708,76.1,74.8,89
G85711,73.6,73.7,96
G85715,69.5,72.2,84
G85716,88.0,81.9,54
G85721,94.2,88.5,69
G85722,71.7,67.1,80
G85724,77.4,75.8,166
G85726,78.8,76.0,62
G85727,89.5,87.3,61
G85736,82.1,82.5,37
Y00020,92.9,92.1,91
Y02811,91.3,80.2,102
Y02974,80.1,81.8,96
Y03063,69.7,66.5,62
Y03755,52.2,49.5,74
Y06113,86.5,75.8,3
Y06345,76.9,72.4,8
Y06545,51.0,46.5,1
Y07020,,,-97
Y08411,84.7,79.4,1
K83002,61.0,57.4,285
K83003,82.6,75.9,83
K83005,78.6,66.8,112
K83006,62.8,54.9,61
K83007,70.8,61.3,100
K83008,79.5,77.6,85
K83009,85.2,83.0,126
K83010,57.5,52.8,108
K83011,52.3,54.9,66
K83012,74.4,58.4,92
K83013,86.4,77.1,130
K83014,84.3,81.0,157
K83015,81.0,72.6,106
K83018,88.2,87.1,112
K83019,97.0,96.2,66
K83021,76.7,80.9,170
K83022,80.5,77.4,95
K83023,57.6,58.0,61
K83024,29.7,23.7,28
K83025,62.5,52.0,108
K83026,67.7,76.0,139
K83027,77.3,71.4,83
K83028,79.7,67.2,95
K83029,86.3,80.4,114
K83030,59.3,53.4,57
K83031,82.3,69.0,71
K83032,77.5,73.4,176
K83035,76.1,77.4,53
K83036,83.2,66.4,141
K83037,64.5,53.2,91
K83039,80.5,73.5,101
K83040,79.0,74.1,85
K83041,38.0,35.6,89
K83042,68.8,68.7,105
K83043,74.8,67.9,111
K83044,80.0,69.3,112
K83047,79.2,69.6,220
K83048,54.1,44.6,32
K83049,82.3,77.7,139
K83050,81.2,88.3,61
K83051,84.9,83.7,250
K83052,66.4,65.1,152
K83053,89.9,85.2,60
K83055,71.4,68.7,57
K83056,82.2,76.8,37
K83059,76.5,71.2,170
K83064,95.6,94.6,164
K83065,75.2,71.2,55
K83066,88.8,84.3,136
K83068,93.0,95.6,63
K83069,78.1,81.3,24
K83070,84.5,79.5,91
K83076,63.7,62.9,57
K83077,77.7,81.5,76
K83080,61.4,71.0,35
K83081,82.8,71.6,15
K83601,55.9,52.3,49
K83610,83.6,78.9,121
K83616,74.5,70.4,46
K83618,67.1,61.9,82
K83620,83.5,85.8,78
K83621,67.2,62.3,102
K83622,82.4,75.1,125
Y00399,72.1,71.0,31
A83001,82.8,83.9,133
A83003,86.9,81.2,84
A83007,69.2,67.5,74
A83008,76.1,92.2,42
A83009,77.9,69.4,65
A83011,73.8,75.1,272
A83012,71.4,72.8,115
A83014,81.4,82.7,53
A83015,83.2,82.2,84
A83016,85.4,87.4,96
A83018,78.8,74.7,141
A83020,74.6,62.8,104
A83021,87.7,78.0,144
A83022,85.5,86.3,232
A83023,87.9,88.5,112
A83024,88.9,85.7,52
A83025,90.5,83.6,129
A83026,75.1,71.4,83
A83027,80.2,77.3,64
A83028,79.2,75.0,80
A83029,92.6,91.3,51
A83030,73.9,67.7,109
A83032,95.1,97.1,27
A83033,72.4,66.7,76
A83035,84.5,65.9,67
A83036,83.7,84.6,90
A83037,80.6,64.3,111
A83038,92.2,89.3,59
A83041,92.7,88.6,71
A83043,89.7,90.9,27
A83044,95.7,98.1,82
A83045,57.2,58.6,89
A83046,84.1,75.8,100
A83049,94.8,93.4,161
A83050,68.2,66.8,92
A83051,85.7,85.8,100
A83052,81.7,82.1,74
A83054,71.2,67.4,125
A83055,91.0,87.7,48
A83057,82.9,84.9,155
A83060,91.3,80.8,28
A83061,100.0,98.6,40
A83066,80.7,68.1,104
A83071,77.6,80.1,38
A83072,56.7,77.9,25
A83073,94.1,95.6,52
A83074,64.8,61.5,78
A83075,80.9,81.2,71
A83610,90.2,85.9,33
A83616,82.6,93.0,73
A83617,78.5,84.3,22
A83618,82.6,85.6,66
A83619,95.2,91.2,33
A83622,94.0,90.9,17
A83626,93.3,100.0,22
A83627,96.3,97.5,63
A83634,72.2,66.4,20
A83635,79.2,73.3,36
A83636,67.5,78.8,41
A83637,83.2,85.6,36
A83644,95.0,97.9,36
G82002,77.9,71.9,76
G82006,79.5,75.2,122
G82007,55.0,48.2,39
G82013,86.4,88.7,131
G82014,46.1,43.4,93
G82015,59.1,57.7,71
G82016,84.1,81.1,96
G82018,72.0,69.3,43
G82019,85.4,79.9,116
G82020,54.5,44.9,70
G82021,78.6,75.8,133
G82022,68.6,70.3,64
G82023,58.3,52.5,39
G82024,46.9,54.5,120
G82025,86.6,84.2,172
G82026,78.4,68.3,65
G82027,75.9,79.6,111
G82028,73.4,61.9,183
G82031,77.4,68.8,88
G82032,61.9,63.5,96
G82035,64.5,51.2,63
G82036,74.5,70.6,92
G82037,77.9,71.8,133
G82038,73.7,72.5,79
G82039,71.9,68.6,141
G82041,86.4,84.0,126
G82042,82.8,78.1,149
G82044,68.2,49.2,144
G82046,63.3,59.1,39
G82048,77.3,77.9,75
G82050,69.2,53.7,165
G82051,54.1,59.6,71
G82052,71.9,66.5,123
G82053,97.5,96.7,58
G82055,78.8,79.2,81
G82056,76.6,64.7,87
G82057,62.7,51.8,70
G82058,49.7,59.4,36
G82059,82.1,71.8,154
G82060,72.4,65.3,154
G82062,61.6,53.5,15
G82063,77.3,64.8,107
G82066,75.3,73.8,98
G82067,77.6,73.5,76
G82069,64.9,61.0,80
G82071,86.4,77.8,412
G82073,82.0,75.9,87
G82074,87.8,87.7,144
G82076,61.4,58.1,102
G82077,69.2,63.3,86
G82079,91.3,88.3,97
G82080,66.5,54.9,244
G82082,87.6,86.9,151
G82083,69.9,58.2,103
G82085,65.1,68.2,78
G82086,48.9,49.9,50
G82087,84.2,69.3,152
G82089,86.0,75.8,83
G82090,71.7,70.7,137
G82091,74.1,54.4,77
G82092,69.9,72.9,60
G82093,60.4,55.2,63
G82094,78.7,76.5,92
G82095,42.7,33.6,55
G82097,63.9,63.3,103
G82098,82.5,78.9,70
G82099,59.1,52.8,197
G82100,54.0,45.4,79
G82105,69.2,70.4,133
G82106,88.3,84.7,64
G82107,76.6,83.6,75
G82108,75.8,73.6,50
G82110,89.9,84.3,65
G82111,80.9,76.0,98
G82113,63.2,57.9,52
G82114,81.8,69.3,135
G82115,86.5,68.0,95
G82117,79.5,87.9,75
G82118,69.9,52.2,98
G82119,89.5,86.1,229
G82120,88.5,81.1,140
G82121,56.9,55.1,74
G82122,71.4,49.2,249
G82125,69.2,62.8,80
G82126,87.2,73.9,141
G82129,89.9,87.9,46
G82135,63.7,53.2,131
G82137,77.9,77.7,76
G82138,73.0,73.3,36
G82139,52.4,52.9,44
G82140,79.7,70.8,118
G82141,74.5,75.4,54
G82142,89.1,84.0,98
G82143,55.1,49.4,40
G82147,81.8,83.1,52
G82150,64.2,58.8,43
G82152,89.9,81.1,60
G82154,93.8,88.5,59
G82155,76.6,79.1,50
G82158,94.0,95.6,52
G82160,71.9,67.4,94
G82161,45.0,51.4,139
G82162,92.8,85.0,52
G82164,61.5,71.0,82
G82165,74.0,79.3,78
G82170,94.2,85.7,36
G82180,94.8,98.0,47
G82184,91.2,93.1,13
G82185,72.9,60.0,67
G82186,98.9,98.8,82
G82200,83.5,79.6,91
G82203,67.3,69.9,69
G82205,67.5,64.8,55
G82211,63.0,56.9,53
G82212,61.8,58.4,49
G82215,93.8,91.1,73
G82217,48.4,44.7,18
G82218,60.2,55.8,79
G82219,69.6,69.9,33
G82224,96.9,88.0,39
G82226,71.7,75.6,39
G82227,87.8,80.2,55
G82228,74.0,59.2,186
G82229,79.5,79.8,61
G82231,68.2,56.0,49
G82232,69.0,66.9,69
G82233,55.9,53.2,50
G82234,57.8,58.8,34
G82235,69.4,64.9,40
G82600,84.4,85.6,20
G82604,90.4,94.8,138
G82631,74.1,72.5,56
G82634,67.5,56.9,79
G82635,94.7,91.8,22
G82641,72.2,66.5,45
G82647,53.4,57.4,112
G82648,81.8,73.8,33
G82650,87.1,78.5,88
G82652,95.6,94.5,31
G82658,64.1,60.8,33
G82665,73.8,76.8,43
G82666,71.4,59.4,98
G82679,63.9,56.0,45
G82682,65.1,64.5,46
G82684,75.3,67.4,36
G82687,89.0,90.8,86
G82691,97.6,95.6,33
G82693,75.6,61.1,133
G82696,90.1,87.6,25
G82697,63.5,60.7,62
G82698,59.1,53.6,24
G82700,68.7,69.6,71
G82702,54.4,45.2,42
G82708,67.4,51.6,28
G82711,82.4,89.6,35
G82719,78.0,72.1,127
G82721,77.7,71.1,27
G82729,69.6,59.2,70
G82730,88.2,86.6,109
G82733,97.1,92.5,39
G82737,71.0,67.3,78
G82741,53.6,39.9,151
G82744,72.9,67.9,270
G82753,72.7,66.7,58
G82754,91.2,91.5,34
G82763,85.2,90.4,25
G82768,86.2,87.1,66
G82780,66.0,65.2,107
G82790,95.4,92.8,61
G82796,80.2,82.3,62
G82799,71.5,57.6,102
G82802,74.3,79.1,61
G82808,66.0,57.2,63
G82809,69.1,50.4,116
G82888,70.1,56.4,41
H81002,79.7,72.4,70
H81003,75.6,80.3,147
H81004,85.2,73.4,111
H81005,91.7,81.4,61
H81006,94.7,88.7,85
H81009,63.5,61.2,105
H81010,83.1,78.9,217
H81011,76.1,69.3,65
H81013,77.0,57.4,223
H81015,48.4,53.5,51
H81016,82.1,73.7,90
H81017,78.8,70.7,162
H81019,65.0,59.6,92
H81020,93.7,92.2,119
H81021,84.1,87.6,139
H81022,96.6,98.0,51
H81023,67.5,70.5,78
H81024,56.6,47.4,76
H81025,74.1,70.6,89
H81026,88.3,84.3,104
H81027,61.6,62.4,100
H81028,85.5,85.0,104
H81029,75.4,79.2,103
H81030,74.0,65.7,214
H81031,93.4,96.4,106
H81032,73.0,73.5,128
H81033,78.7,83.2,179
H81034,79.8,76.4,73
H81035,68.4,78.3,79
H81036,59.1,65.7,62
H81038,71.0,72.5,26
H81039,83.0,65.6,55
H81040,90.5,77.6,86
H81041,74.2,74.6,81
H81042,82.0,75.4,139
H81043,91.8,92.5,99
H81044,73.9,67.6,37
H81045,82.5,82.0,87
H81046,81.3,80.3,57
H81048,87.8,86.5,91
H81050,88.4,72.9,108
H81051,83.9,80.7,120
H81052,80.2,83.8,147
H81053,96.0,95.6,89
H81055,85.3,77.0,77
H81056,68.3,62.0,118
H81057,72.4,63.8,59
H81058,83.6,83.0,86
H81061,65.8,53.5,103
H81062,92.8,86.9,180
H81064,87.0,88.1,125
H81065,81.7,61.3,80
H81066,76.6,65.7,118
H81067,70.7,70.7,97
H81068,94.4,92.8,120
H81069,78.7,74.5,181
H81070,78.3,70.2,98
H81071,83.4,76.1,92
H81072,95.1,90.0,136
H81073,72.0,74.5,181
H81074,91.6,86.6,61
H81075,65.2,67.3,77
H81076,89.5,87.2,117
H81077,95.0,89.8,82
H81078,55.2,54.7,94
H81080,83.6,79.0,92
H81081,78.6,76.6,78
H81082,81.0,71.5,82
H81084,96.2,93.0,106
H81085,85.9,80.4,100
H81086,68.2,63.3,34
H81087,76.7,78.7,118
H81088,76.2,79.2,113
H81089,83.9,83.0,183
H81090,77.2,77.6,135
H81091,79.6,72.4,114
H81094,82.4,79.2,88
H81095,75.3,68.5,28
H81099,85.7,82.5,118
H81103,85.9,90.3,74
H81104,63.1,52.4,54
H81107,90.6,88.3,72
H81109,77.5,73.3,62
H81110,75.3,78.3,50
H81111,79.6,62.2,49
H81113,92.3,91.8,80
H81116,90.6,91.5,55
H81119,93.2,85.7,204
H81122,78.1,69.1,70
H81123,71.8,75.9,24
H81126,91.6,92.6,74
H81128,88.6,85.5,77
H81129,89.0,92.0,40
H81130,95.2,91.9,154
H81131,73.1,82.2,32
H81133,81.8,67.0,261
H81134,64.3,50.2,89
H81615,66.5,62.3,95
H81618,77.1,74.3,48
H81632,91.4,85.7,28
H81638,75.5,79.5,292
H81641,82.4,81.7,32
H81642,68.3,66.2,31
H81643,79.1,78.8,32
H81644,75.6,62.1,68
H81656,72.0,76.2,53
H81658,94.7,93.5,60
H81663,58.4,55.0,21
H81672,83.0,75.2,52
J83001,63.6,46.3,91
J83002,78.4,79.0,383
J83003,73.9,72.8,100
J83004,87.3,85.5,71
J83005,74.2,71.7,81
J83006,90.4,88.9,103
J83007,74.3,70.2,119
J83008,74.5,67.8,147
J83009,83.4,67.8,128
J83010,83.1,79.9,99
J83011,81.8,78.1,122
J83013,87.6,87.3,70
J83014,86.3,74.4,137
J83016,91.3,69.9,302
J83018,67.8,59.9,125
J83019,93.0,89.7,123
J83021,81.3,73.2,201
J83022,89.9,80.9,87
J83023,71.8,67.0,64
J83024,80.8,74.6,72
J83026,72.5,67.0,181
J83027,55.7,45.4,68
J83029,69.1,69.2,63
J83030,72.5,73.5,144
J83033,71.6,56.2,153
J83034,82.4,76.1,61
J83035,75.2,64.3,108
J83036,68.6,53.6,73
J83037,71.1,68.7,126
J83038,70.4,73.3,203
J83039,78.8,59.4,106
J83040,75.9,68.4,193
J83041,91.1,83.9,159
J83042,92.8,90.6,191
J83043,68.4,70.1,49
J83045,95.3,97.9,103
J83046,85.1,81.6,135
J83047,73.2,69.1,62
J83048,94.8,90.1,66
J83049,85.1,81.6,109
J83050,73.2,64.5,112
J83052,83.6,83.8,137
J83053,80.2,78.5,63
J83055,81.2,75.3,81
J83056,82.0,85.3,48
J83057,69.4,68.7,141
J83058,98.6,96.7,45
J83059,85.3,76.9,81
J83060,100.0,98.0,54
J83064,74.3,74.8,91
J83601,99.1,97.6,44
J83603,96.4,96.4,50
J83609,88.6,90.7,32
J83615,98.1,96.9,36
J83618,88.7,84.9,31
J83619,89.2,92.4,32
J83625,87.1,88.4,77
J83629,96.0,95.5,24
J83630,96.8,100.0,26
J83633,85.7,88.3,92
J83645,64.6,63.2,28
J83646,72.5,62.0,57
K84012,87.9,80.3,72
L81010,89.9,92.3,74
L81020,78.1,77.1,76
L81025,78.7,68.2,154
L81027,96.8,89.4,88
L81030,92.2,90.0,65
L81039,87.0,77.8,239
L81045,78.7,74.3,158
L81059,76.7,68.5,69
L81065,83.9,81.6,118
L81068,75.4,73.6,103
L81069,91.3,93.1,76
L81070,92.1,88.7,86
L81071,95.3,85.0,147
L81072,88.3,90.8,95
L81073,88.8,87.6,74
L81122,89.2,84.9,52
L81123,85.3,78.8,52
L81132,90.2,86.9,46
L81617,80.9,85.6,119
L81644,70.2,69.8,63
E83003,74.2,69.5,78
E83005,72.2,68.5,45
E83006,73.6,70.2,54
E83007,46.1,39.4,24
E83008,60.1,46.8,50
E83009,79.8,77.1,103
E83010,78.4,71.9,99
E83011,66.5,62.7,73
E83012,66.0,61.8,69
E83013,63.3,62.4,37
E83016,91.2,85.9,222
E83017,75.2,72.1,135
E83018,78.5,73.6,146
E83020,69.6,64.0,82
E83021,79.0,66.5,101
E83024,63.3,59.3,75
E83025,61.0,48.2,50
E83026,71.6,67.8,30
E83027,77.7,75.3,87
E83028,72.9,75.8,45
E83030,66.1,57.1,49
E83031,85.7,80.9,52
E83032,72.6,70.0,128
E83034,76.1,66.0,40
E83035,59.8,51.3,110
E83038,68.1,68.2,64
E83039,88.8,84.1,53
E83041,84.9,85.3,42
E83044,88.7,77.0,90
E83045,88.2,86.4,87
E83046,62.9,62.4,52
E83049,53.7,55.7,39
E83050,55.0,52.4,43
E83053,69.4,62.8,99
E83600,92.4,94.4,55
E83613,66.2,59.4,76
E83621,71.7,69.2,67
E83622,69.0,60.3,63
E83637,73.0,66.3,90
E83638,77.0,80.0,42
E83639,68.8,66.3,44
E83649,82.8,78.7,38
E83653,63.1,55.4,75
E83668,80.7,83.1,34
F83002,80.5,77.6,93
F83003,85.6,87.9,74
F83004,65.2,77.0,238
F83005,75.8,80.9,191
F83006,76.0,72.3,128
F83007,87.0,81.7,35
F83008,84.0,75.5,111
F83010,84.6,80.7,203
F83011,79.9,76.1,75
F83012,79.2,77.4,65
F83015,82.2,83.3,113
F83017,84.9,84.8,163
F83018,75.8,79.3,67
F83019,82.5,83.8,118
F83020,94.1,85.9,118
F83021,70.1,80.9,135
F83022,96.9,85.6,175
F83023,61.0,63.3,152
F83032,69.4,59.7,91
F83033,85.3,85.0,60
F83034,81.0,68.7,13
F83039,83.2,82.2,42
F83042,80.4,84.2,82
F83043,65.4,69.0,138
F83044,66.8,70.4,70
F83045,83.3,81.9,84
F83048,73.4,70.4,79
F83050,90.5,89.0,34
F83052,87.3,93.4,36
F83053,79.9,72.8,68
F83055,85.7,86.4,214
F83056,65.9,65.4,70
F83057,81.4,89.2,75
F83058,88.4,89.4,116
F83059,80.2,67.6,199
F83060,78.3,76.0,59
F83061,88.9,91.4,59
F83063,83.5,79.3,124
F83064,65.6,67.2,69
F83615,80.2,62.0,67
F83623,88.5,91.2,119
F83624,79.5,82.8,156
F83632,79.6,68.8,59
F83633,86.0,81.9,46
F83635,36.3,44.8,34
F83652,82.5,80.7,108
F83658,79.3,74.3,52
F83660,64.2,65.1,60
F83664,87.1,83.1,115
F83665,88.0,93.1,159
F83666,79.1,69.8,56
F83671,62.3,66.2,21
F83672,86.4,82.3,177
F83673,89.3,82.9,61
F83674,65.5,71.9,66
F83678,88.1,91.7,20
F83680,84.9,88.1,47
F83681,70.1,65.8,67
F83683,52.8,54.3,34
F83686,85.9,89.4,96
F85002,58.4,42.5,539
F85004,56.9,46.0,72
F85007,75.5,81.5,129
F85008,65.8,66.4,84
F85010,87.1,78.0,40
F85013,66.5,69.0,64
F85014,87.5,88.8,154
F85016,68.7,70.5,50
F85017,78.0,78.6,54
F85019,74.5,66.1,114
F85020,87.3,84.1,84
F85023,77.3,75.8,91
F85025,73.3,67.1,110
F85028,71.6,69.5,54
F85029,77.9,64.5,97
F85030,75.9,58.6,101
F85031,75.3,76.4,99
F85032,65.5,66.8,64
F85033,86.9,76.6,190
F85034,71.8,70.1,63
F85035,67.2,62.3,78
F85039,78.0,70.6,54
F85044,87.9,78.0,60
F85046,76.5,77.7,91
F85058,77.6,70.2,48
F85060,76.4,68.5,45
F85061,86.8,79.3,27
F85063,89.0,89.6,159
F85064,81.7,76.2,65
F85065,75.0,64.4,25
F85066,75.6,76.2,149
F85067,71.9,68.9,35
F85069,81.7,77.1,74
F85071,73.6,64.3,91
F85072,72.9,77.4,72
F85615,76.7,75.0,47
F85623,86.5,82.2,42
F85625,82.2,82.2,58
F85628,83.8,84.5,77
F85634,66.8,66.5,62
F85640,82.8,83.5,57
F85642,73.7,70.1,68
F85650,74.4,69.5,45
F85663,61.0,61.7,29
F85666,78.4,76.8,32
F85669,78.0,70.5,195
F85675,71.0,68.9,42
F85676,71.8,60.9,40
F85678,81.4,84.6,34
F85682,78.1,79.2,49
F85687,78.2,72.6,68
F85688,79.7,67.0,85
F85697,73.1,66.2,14
F85700,72.1,67.3,58
F85701,80.6,77.6,102
F85705,69.7,66.1,91
Y00057,66.4,71.0,100
Y00316,68.7,63.0,39
Y00612,62.6,66.0,29
Y01066,78.7,77.8,71
Y01655,88.1,86.9,92
Y02117,48.3,51.0,74
Y02674,95.3,92.6,6
Y02986,83.7,84.1,45
Y03035,86.1,71.5,192
Y03103,39.6,51.6,1
Y03135,70.9,67.3,71
Y03402,74.5,64.0,140
Y03663,57.4,51.6,56
Y03664,62.2,57.6,54
Y05330,76.1,76.4,38
G81002,75.0,76.3,49
G81003,70.1,62.7,132
G81004,68.1,61.6,74
G81008,72.9,66.3,110
G81012,61.0,44.8,40
G81016,73.8,65.3,89
G81017,92.5,88.6,114
G81019,89.9,84.4,104
G81021,77.5,69.8,233
G81022,68.1,59.9,99
G81023,93.5,91.2,83
G81024,83.2,87.8,92
G81029,79.8,68.2,153
G81030,65.8,59.8,52
G81031,62.5,60.6,130
G81032,82.1,71.7,241
G81037,82.2,71.6,83
G81039,74.6,65.2,153
G81040,91.1,90.7,36
G81041,53.9,50.0,78
G81043,66.1,55.1,50
G81048,86.6,90.9,79
G81049,60.5,56.2,42
G81050,87.5,81.0,113
G81051,88.3,89.3,70
G81052,88.4,88.6,40
G81055,70.2,54.6,71
G81057,80.6,74.0,55
G81059,68.6,62.2,80
G81061,59.1,63.1,31
G81074,76.5,70.3,147
G81077,58.7,51.8,106
G81082,97.6,93.7,61
G81085,87.2,82.4,36
G81086,80.8,80.8,65
G81087,99.3,99.5,75
G81088,77.3,68.6,179
G81089,84.4,73.6,29
G81095,61.3,55.3,165
G81096,84.2,88.4,25
G81098,76.8,83.0,104
G81099,54.9,55.4,55
G81100,74.0,72.3,147
G81102,63.4,58.6,102
G81104,72.6,61.4,97
G81614,98.7,96.3,57
G81634,70.8,67.7,43
G81641,88.7,87.8,35
G81658,67.3,53.5,122
Y00080,74.5,63.8,56
N82001,79.7,60.2,50
N82002,62.6,55.3,32
N82003,92.6,92.8,39
N82004,75.9,62.9,26
N82009,85.5,78.1,76
N82011,74.4,68.0,84
N82014,83.5,79.3,58
N82018,66.4,58.4,85
N82019,76.2,64.4,38
N82022,68.5,57.1,71
N82024,70.8,66.4,91
N82026,90.2,96.1,61
N82033,72.1,58.8,44
N82034,84.4,73.6,53
N82035,84.8,79.7,76
N82036,34.7,22.7,12
N82037,63.5,47.1,77
N82039,81.6,82.7,33
N82041,63.2,63.1,81
N82046,86.2,84.6,92
N82048,82.7,76.2,61
N82049,69.2,61.8,45
N82050,81.5,71.2,21
N82052,71.0,76.5,39
N82053,76.3,66.1,124
N82054,76.0,73.4,59
N82058,87.6,80.7,50
N82059,80.9,85.6,53
N82062,79.2,76.2,58
N82065,74.8,62.2,31
N82066,82.7,77.6,80
N82067,69.6,66.4,42
N82070,81.4,69.1,84
N82073,85.8,79.2,60
N82074,73.1,71.4,70
N82076,92.0,85.3,99
N82077,84.4,72.7,24
N82078,64.1,69.1,19
N82079,86.6,82.3,57
N82081,87.3,84.1,54
N82082,81.8,72.0,84
N82083,79.1,71.0,82
N82084,64.6,50.4,43
N82086,61.5,53.8,23
N82087,88.9,80.2,22
N82089,73.6,73.2,26
N82090,86.9,77.3,90
N82091,58.6,48.7,13
N82092,91.0,77.1,80
N82093,89.3,84.6,39
N82094,68.0,60.2,59
N82095,88.8,90.9,44
N82097,64.8,58.4,55
N82099,59.6,46.8,50
N82101,67.8,47.9,19
N82103,68.5,65.3,62
N82104,77.6,78.7,34
N82106,90.6,91.0,36
N82107,85.6,77.8,18
N82108,80.8,82.3,67
N82109,88.2,86.2,48
N82110,70.4,61.8,57
N82113,70.5,56.6,58
N82115,80.7,80.0,75
N82116,85.3,79.5,69
N82117,73.3,71.0,515
N82617,74.2,79.9,92
N82633,96.0,92.7,36
N82641,81.5,85.8,48
N82645,87.9,82.3,83
N82646,64.8,58.4,58
N82648,91.2,89.5,23
N82650,76.0,82.3,37
N82651,72.8,62.0,31
N82655,95.0,95.1,23
N82662,82.8,70.4,62
N82663,92.7,88.0,41
N82664,78.3,72.1,23
N82668,91.5,86.3,31
N82669,73.6,70.1,26
N82671,56.9,53.8,16
N82676,85.0,68.2,36
N82678,93.1,84.3,30
A86005,83.5,81.9,51
A86016,87.2,73.5,86
A86041,90.4,93.4,61
A87002,81.2,82.0,186
A87004,83.5,76.5,214
A87005,89.7,89.5,129
A87007,69.1,65.0,127
A87008,80.6,83.1,71
A87009,86.1,80.5,138
A87011,87.4,81.0,59
A87012,74.9,77.1,58
A87013,71.1,68.3,68
A87016,92.7,85.8,124
A87017,78.1,75.9,54
A87020,91.5,92.0,128
A87022,86.8,84.5,82
A87029,78.7,67.5,171
A87030,83.4,73.7,52
A87612,89.3,81.7,60
A87615,75.8,83.3,42
F81006,62.8,61.1,33
F81013,84.4,82.6,110
F81023,78.5,80.7,106
F81025,84.0,79.4,86
F81029,67.0,56.1,52
F81031,43.5,35.8,33
F81036,78.1,85.1,146
F81038,81.4,78.7,112
F81041,79.8,61.8,117
F81045,78.4,66.5,54
F81055,82.9,65.7,113
F81060,56.4,57.3,26
F81080,78.5,72.1,98
F81085,75.3,73.2,104
F81102,68.0,73.9,51
F81104,43.1,45.7,21
F81108,80.8,73.3,151
F81150,79.1,81.8,98
F81158,76.8,71.6,29
F81163,65.7,67.9,47
F81186,67.6,65.0,45
F81215,87.6,81.3,89
F81222,83.2,89.9,43
F81640,80.0,78.2,35
F81645,74.2,78.0,32
F81666,57.6,47.6,20
F81707,55.0,48.7,29
F81711,70.0,65.6,25
F81729,72.8,69.6,25
F81732,83.0,69.3,57
F81737,93.2,94.8,29
Y00469,89.9,86.3,106
Y00758,73.0,60.1,18
Y03052,76.6,75.1,111
F81001,80.9,66.6,111
F81007,81.3,73.8,168
F81032,78.1,75.0,26
F81051,82.1,73.5,65
F81061,94.4,80.6,77
F81065,60.7,53.1,27
F81066,86.5,88.1,58
F81075,41.7,37.6,55
F81089,76.7,70.8,82
F81096,63.9,59.6,72
F81101,88.1,74.9,51
F81123,77.3,67.7,165
F81125,70.7,68.6,108
F81142,58.3,67.3,39
F81205,84.6,87.2,48
F81618,84.3,81.6,38
F81675,84.7,82.2,46
F81690,88.9,89.4,53
F81700,80.7,72.8,33
F81704,76.3,73.7,30
F81713,90.2,92.6,25
F81739,66.1,74.5,46
F81740,63.0,55.4,43
F81003,80.0,79.4,50
F81046,73.3,69.3,35
F81081,66.6,60.7,148
F81086,58.6,64.4,46
F81092,82.6,80.4,40
F81097,66.0,54.7,119
F81112,83.7,81.8,128
F81121,56.3,52.6,90
F81128,75.2,73.1,114
F81144,75.5,70.5,167
F81147,85.4,85.6,46
F81159,79.7,80.0,58
F81164,58.9,54.0,57
F81176,84.6,78.6,27
F81207,92.3,90.2,23
F81223,84.3,83.7,29
F81613,87.9,82.8,78
F81649,82.9,79.5,39
F81656,92.2,90.2,26
F81696,79.0,62.3,22
F81744,91.4,94.5,26
Y02177,56.4,50.2,37
Y02707,81.2,80.0,54
F82001,52.2,47.9,29
F82002,84.4,81.1,63
F82003,84.5,77.1,43
F82005,70.3,66.1,46
F82006,91.6,94.0,128
F82007,54.0,58.0,58
F82008,70.9,66.9,95
F82009,73.7,57.3,156
F82010,73.8,74.3,62
F82011,67.8,61.5,65
F82013,79.2,75.1,144
F82014,82.7,84.2,61
F82015,65.5,52.1,34
F82016,58.9,54.0,37
F82017,53.4,47.2,44
F82018,66.4,68.0,77
F82019,82.5,75.4,53
F82021,76.9,60.9,75
F82022,74.3,70.5,101
F82023,76.8,71.6,28
F82025,72.4,76.3,42
F82027,73.8,75.1,16
F82028,75.4,67.0,77
F82030,72.4,67.3,107
F82031,74.4,72.9,32
F82033,68.4,70.7,25
F82034,70.7,63.1,72
F82038,65.8,44.0,31
F82039,87.2,87.6,39
F82040,74.2,65.4,32
F82042,69.3,62.4,135
F82045,87.8,78.9,31
F82051,67.5,62.0,71
F82055,88.3,81.8,111
F82604,87.0,81.2,47
F82607,81.7,79.3,49
F82609,84.4,86.2,40
F82610,83.5,80.2,24
F82612,58.4,47.2,64
F82619,85.4,85.8,34
F82624,86.9,80.8,51
F82625,77.8,77.1,61
F82627,58.5,52.6,42
F82630,89.8,80.4,67
F82634,78.4,80.2,48
F82638,81.4,83.7,58
F82642,75.9,65.7,51
F82647,78.7,79.4,42
F82648,78.6,70.9,29
F82649,66.9,67.6,31
F82650,73.3,67.3,72
F82660,41.4,36.1,80
F82661,66.0,74.7,25
F82663,72.6,68.9,29
F82670,88.4,94.3,41
F82671,77.8,77.0,26
F82674,79.1,80.0,45
F82675,76.3,62.7,27
F82677,80.5,72.0,65
F82678,73.3,76.1,34
F82679,73.8,69.1,41
F82680,77.5,83.7,76
F82686,65.9,65.5,32
F84003,91.0,79.5,147
F84004,51.4,47.5,67
F84006,72.7,70.0,125
F84008,81.1,78.2,100
F84009,60.7,58.5,89
F84010,69.5,58.2,73
